,Word,Frequency,artist
20,jahre,4,max mutzke
21,kante,3,max mutzke
22,lüge,3,max mutzke
23,gar,3,max mutzke
24,kill,3,max mutzke
25,life,3,max mutzke
26,pain,3,max mutzke
27,bruder,3,max mutzke
28,wahrheit,3,max mutzke
29,label,3,max mutzke
30,nutten,2,max mutzke
31,problemkindmukke,2,max mutzke
32,alter,2,max mutzke
33,ner,2,max mutzke
34,hohen,2,max mutzke
35,geschmissen,2,max mutzke
36,rrah,2,max mutzke
37,bridge,2,max mutzke
38,geheult,2,max mutzke
39,erzähl,2,max mutzke
40,zahnschmerzen,2,max mutzke
41,brüder,2,max mutzke
42,ficken,2,max mutzke
43,ganze,2,max mutzke
44,zeit,2,max mutzke
45,schwöre,2,max mutzke
46,halt,2,max mutzke
47,fresse,2,max mutzke
48,bars,2,max mutzke
49,stört,2,max mutzke
0,runter,9,zayn
1,digga,8,zayn
2,fünfzig,8,zayn
3,mann,6,zayn
4,rap,6,zayn
5,hotel,5,zayn
6,luka,4,zayn
7,meter,4,zayn
8,fall,4,zayn
9,nachts,4,zayn
10,henny,4,zayn
11,mund,4,zayn
12,schlampe,4,zayn
13,nix,4,zayn
14,drunter,4,zayn
15,klunker,4,zayn
16,baoh,4,zayn
17,dicka,4,zayn
18,deutscher,4,zayn
19,kleine,4,zayn
20,jahre,4,zayn
21,kante,3,zayn
22,lüge,3,zayn
23,gar,3,zayn
24,kill,3,zayn
25,life,3,zayn
26,pain,3,zayn
27,bruder,3,zayn
28,wahrheit,3,zayn
29,label,3,zayn
30,nutten,2,zayn
31,problemkindmukke,2,zayn
32,alter,2,zayn
33,ner,2,zayn
34,hohen,2,zayn
35,geschmissen,2,zayn
36,rrah,2,zayn
37,bridge,2,zayn
38,geheult,2,zayn
39,erzähl,2,zayn
40,zahnschmerzen,2,zayn
41,brüder,2,zayn
42,ficken,2,zayn
43,ganze,2,zayn
44,zeit,2,zayn
45,schwöre,2,zayn
46,halt,2,zayn
47,fresse,2,zayn
48,bars,2,zayn
49,stört,2,zayn
0,runter,9,data luv
1,digga,8,data luv
2,fünfzig,8,data luv
3,mann,6,data luv
4,rap,6,data luv
5,hotel,5,data luv
6,luka,4,data luv
7,meter,4,data luv
8,fall,4,data luv
9,nachts,4,data luv
10,henny,4,data luv
11,mund,4,data luv
12,schlampe,4,data luv
13,nix,4,data luv
14,drunter,4,data luv
15,klunker,4,data luv
16,baoh,4,data luv
17,dicka,4,data luv
18,deutscher,4,data luv
19,kleine,4,data luv
20,jahre,4,data luv
21,kante,3,data luv
22,lüge,3,data luv
23,gar,3,data luv
24,kill,3,data luv
25,life,3,data luv
26,pain,3,data luv
27,bruder,3,data luv
28,wahrheit,3,data luv
29,label,3,data luv
30,nutten,2,data luv
31,problemkindmukke,2,data luv
32,alter,2,data luv
33,ner,2,data luv
34,hohen,2,data luv
35,geschmissen,2,data luv
36,rrah,2,data luv
37,bridge,2,data luv
38,geheult,2,data luv
39,erzähl,2,data luv
40,zahnschmerzen,2,data luv
41,brüder,2,data luv
42,ficken,2,data luv
43,ganze,2,data luv
44,zeit,2,data luv
45,schwöre,2,data luv
46,halt,2,data luv
47,fresse,2,data luv
48,bars,2,data luv
49,stört,2,data luv
0,digga,8,monk
1,fünfzig,8,monk
2,runter,8,monk
3,luka,4,monk
4,meter,4,monk
5,fall,4,monk
6,nachts,4,monk
7,henny,4,monk
8,mund,4,monk
9,hotel,4,monk
10,schlampe,4,monk
11,nix,4,monk
12,drunter,4,monk
13,klunker,4,monk
14,baoh,4,monk
15,kante,3,monk
16,mann,3,monk
17,problemkindmukke,2,monk
18,alter,2,monk
19,ner,2,monk
20,hohen,2,monk
21,geschmissen,2,monk
22,rrah,2,monk
23,bridge,2,monk
24,geheult,2,monk
25,zahnschmerzen,2,monk
26,schwöre,2,monk
27,gar,2,monk
28,dicka,2,monk
29,halt,2,monk
30,fresse,2,monk
31,jaynbeat,1,monk
32,beattag,1,monk
33,nutten,1,monk
34,erzähl,1,monk
35,schmier,1,monk
36,koka,1,monk
37,zähne,1,monk
38,schmerzen,1,monk
39,heulen,1,monk
40,wimmern,1,monk
41,brüder,1,monk
42,herzen,1,monk
43,brechen,1,monk
44,ficken,1,monk
45,scherzen,1,monk
46,hah,1,monk
47,leder,1,monk
48,gerste,1,monk
49,vernünftig,1,monk
0,digga,8,lil wayne
1,fünfzig,8,lil wayne
2,runter,8,lil wayne
3,luka,4,lil wayne
4,meter,4,lil wayne
5,fall,4,lil wayne
6,nachts,4,lil wayne
7,henny,4,lil wayne
8,mund,4,lil wayne
9,hotel,4,lil wayne
10,schlampe,4,lil wayne
11,nix,4,lil wayne
12,drunter,4,lil wayne
13,klunker,4,lil wayne
14,baoh,4,lil wayne
15,kante,3,lil wayne
16,mann,3,lil wayne
17,problemkindmukke,2,lil wayne
18,alter,2,lil wayne
19,ner,2,lil wayne
20,hohen,2,lil wayne
21,geschmissen,2,lil wayne
22,rrah,2,lil wayne
23,bridge,2,lil wayne
24,geheult,2,lil wayne
25,zahnschmerzen,2,lil wayne
26,schwöre,2,lil wayne
27,gar,2,lil wayne
28,dicka,2,lil wayne
29,halt,2,lil wayne
30,fresse,2,lil wayne
31,jaynbeat,1,lil wayne
32,beattag,1,lil wayne
33,nutten,1,lil wayne
34,erzähl,1,lil wayne
35,schmier,1,lil wayne
36,koka,1,lil wayne
37,zähne,1,lil wayne
38,schmerzen,1,lil wayne
39,heulen,1,lil wayne
40,wimmern,1,lil wayne
41,brüder,1,lil wayne
42,herzen,1,lil wayne
43,brechen,1,lil wayne
44,ficken,1,lil wayne
45,scherzen,1,lil wayne
46,hah,1,lil wayne
47,leder,1,lil wayne
48,gerste,1,lil wayne
49,vernünftig,1,lil wayne
0,digga,8,kendrick lamar
1,fünfzig,8,kendrick lamar
2,runter,8,kendrick lamar
3,luka,4,kendrick lamar
4,meter,4,kendrick lamar
5,fall,4,kendrick lamar
6,nachts,4,kendrick lamar
7,henny,4,kendrick lamar
8,mund,4,kendrick lamar
9,hotel,4,kendrick lamar
10,schlampe,4,kendrick lamar
11,nix,4,kendrick lamar
12,drunter,4,kendrick lamar
13,klunker,4,kendrick lamar
14,baoh,4,kendrick lamar
15,kante,3,kendrick lamar
16,mann,3,kendrick lamar
17,problemkindmukke,2,kendrick lamar
18,alter,2,kendrick lamar
19,ner,2,kendrick lamar
20,hohen,2,kendrick lamar
21,geschmissen,2,kendrick lamar
22,rrah,2,kendrick lamar
23,bridge,2,kendrick lamar
24,geheult,2,kendrick lamar
25,zahnschmerzen,2,kendrick lamar
26,schwöre,2,kendrick lamar
27,gar,2,kendrick lamar
28,dicka,2,kendrick lamar
29,halt,2,kendrick lamar
30,fresse,2,kendrick lamar
31,jaynbeat,1,kendrick lamar
32,beattag,1,kendrick lamar
33,nutten,1,kendrick lamar
34,erzähl,1,kendrick lamar
35,schmier,1,kendrick lamar
36,koka,1,kendrick lamar
37,zähne,1,kendrick lamar
38,schmerzen,1,kendrick lamar
39,heulen,1,kendrick lamar
40,wimmern,1,kendrick lamar
41,brüder,1,kendrick lamar
42,herzen,1,kendrick lamar
43,brechen,1,kendrick lamar
44,ficken,1,kendrick lamar
45,scherzen,1,kendrick lamar
46,hah,1,kendrick lamar
47,leder,1,kendrick lamar
48,gerste,1,kendrick lamar
49,vernünftig,1,kendrick lamar
0,runter,9,summer cem
1,digga,8,summer cem
2,fünfzig,8,summer cem
3,mann,6,summer cem
4,rap,6,summer cem
5,hotel,5,summer cem
6,luka,4,summer cem
7,meter,4,summer cem
8,fall,4,summer cem
9,nachts,4,summer cem
10,henny,4,summer cem
11,mund,4,summer cem
12,schlampe,4,summer cem
13,nix,4,summer cem
14,drunter,4,summer cem
15,klunker,4,summer cem
16,baoh,4,summer cem
17,dicka,4,summer cem
18,deutscher,4,summer cem
19,kleine,4,summer cem
20,jahre,4,summer cem
21,kante,3,summer cem
22,lüge,3,summer cem
23,gar,3,summer cem
24,kill,3,summer cem
25,life,3,summer cem
26,pain,3,summer cem
27,bruder,3,summer cem
28,wahrheit,3,summer cem
29,label,3,summer cem
30,nutten,2,summer cem
31,problemkindmukke,2,summer cem
32,alter,2,summer cem
33,ner,2,summer cem
34,hohen,2,summer cem
35,geschmissen,2,summer cem
36,rrah,2,summer cem
37,bridge,2,summer cem
38,geheult,2,summer cem
39,erzähl,2,summer cem
40,zahnschmerzen,2,summer cem
41,brüder,2,summer cem
42,ficken,2,summer cem
43,ganze,2,summer cem
44,zeit,2,summer cem
45,schwöre,2,summer cem
46,halt,2,summer cem
47,fresse,2,summer cem
48,bars,2,summer cem
49,stört,2,summer cem
0,digga,8,mika
1,fünfzig,8,mika
2,runter,8,mika
3,luka,4,mika
4,meter,4,mika
5,fall,4,mika
6,nachts,4,mika
7,henny,4,mika
8,mund,4,mika
9,hotel,4,mika
10,schlampe,4,mika
11,nix,4,mika
12,drunter,4,mika
13,klunker,4,mika
14,baoh,4,mika
15,kante,3,mika
16,mann,3,mika
17,problemkindmukke,2,mika
18,alter,2,mika
19,ner,2,mika
20,hohen,2,mika
21,geschmissen,2,mika
22,rrah,2,mika
23,bridge,2,mika
24,geheult,2,mika
25,zahnschmerzen,2,mika
26,schwöre,2,mika
27,gar,2,mika
28,dicka,2,mika
29,halt,2,mika
30,fresse,2,mika
31,jaynbeat,1,mika
32,beattag,1,mika
33,nutten,1,mika
34,erzähl,1,mika
35,schmier,1,mika
36,koka,1,mika
37,zähne,1,mika
38,schmerzen,1,mika
39,heulen,1,mika
40,wimmern,1,mika
41,brüder,1,mika
42,herzen,1,mika
43,brechen,1,mika
44,ficken,1,mika
45,scherzen,1,mika
46,hah,1,mika
47,leder,1,mika
48,gerste,1,mika
49,vernünftig,1,mika
0,runter,9,max herre
1,digga,8,max herre
2,fünfzig,8,max herre
3,mann,6,max herre
4,rap,6,max herre
5,hotel,5,max herre
6,luka,4,max herre
7,meter,4,max herre
8,fall,4,max herre
9,nachts,4,max herre
10,henny,4,max herre
11,mund,4,max herre
12,schlampe,4,max herre
13,nix,4,max herre
14,drunter,4,max herre
15,klunker,4,max herre
16,baoh,4,max herre
17,dicka,4,max herre
18,deutscher,4,max herre
19,kleine,4,max herre
20,jahre,4,max herre
21,kante,3,max herre
22,lüge,3,max herre
23,gar,3,max herre
24,kill,3,max herre
25,life,3,max herre
26,pain,3,max herre
27,bruder,3,max herre
28,wahrheit,3,max herre
29,label,3,max herre
30,nutten,2,max herre
31,problemkindmukke,2,max herre
32,alter,2,max herre
33,ner,2,max herre
34,hohen,2,max herre
35,geschmissen,2,max herre
36,rrah,2,max herre
37,bridge,2,max herre
38,geheult,2,max herre
39,erzähl,2,max herre
40,zahnschmerzen,2,max herre
41,brüder,2,max herre
42,ficken,2,max herre
43,ganze,2,max herre
44,zeit,2,max herre
45,schwöre,2,max herre
46,halt,2,max herre
47,fresse,2,max herre
48,bars,2,max herre
49,stört,2,max herre
0,hundert,13,ra'is
1,riesen,13,ra'is
2,runter,9,ra'is
3,digga,8,ra'is
4,fünfzig,8,ra'is
5,bra,8,ra'is
6,rap,7,ra'is
7,mann,6,ra'is
8,hotel,5,ra'is
9,schlampe,5,ra'is
10,kurdo,5,ra'is
11,luka,4,ra'is
12,meter,4,ra'is
13,fall,4,ra'is
14,nachts,4,ra'is
15,henny,4,ra'is
16,mund,4,ra'is
17,nix,4,ra'is
18,drunter,4,ra'is
19,klunker,4,ra'is
20,ficken,4,ra'is
21,baoh,4,ra'is
22,dicka,4,ra'is
23,deutscher,4,ra'is
24,kleine,4,ra'is
25,jahre,4,ra'is
26,gent,4,ra'is
27,früher,4,ra'is
28,bar,4,ra'is
29,kante,3,ra'is
30,lüge,3,ra'is
31,gar,3,ra'is
32,bars,3,ra'is
33,kill,3,ra'is
34,life,3,ra'is
35,pain,3,ra'is
36,bruder,3,ra'is
37,hype,3,ra'is
38,wahrheit,3,ra'is
39,kam,3,ra'is
40,rapper,3,ra'is
41,label,3,ra'is
42,wollt,3,ra'is
43,scheiß,3,ra'is
44,unterkiefer,3,ra'is
45,willst,3,ra'is
46,nutten,2,ra'is
47,problemkindmukke,2,ra'is
48,alter,2,ra'is
49,ner,2,ra'is
0,digga,8,twin twin
1,fünfzig,8,twin twin
2,runter,8,twin twin
3,luka,4,twin twin
4,meter,4,twin twin
5,fall,4,twin twin
6,nachts,4,twin twin
7,henny,4,twin twin
8,mund,4,twin twin
9,hotel,4,twin twin
10,schlampe,4,twin twin
11,nix,4,twin twin
12,drunter,4,twin twin
13,klunker,4,twin twin
14,baoh,4,twin twin
15,kante,3,twin twin
16,mann,3,twin twin
17,problemkindmukke,2,twin twin
18,alter,2,twin twin
19,ner,2,twin twin
20,hohen,2,twin twin
21,geschmissen,2,twin twin
22,rrah,2,twin twin
23,bridge,2,twin twin
24,geheult,2,twin twin
25,zahnschmerzen,2,twin twin
26,schwöre,2,twin twin
27,gar,2,twin twin
28,dicka,2,twin twin
29,halt,2,twin twin
30,fresse,2,twin twin
31,jaynbeat,1,twin twin
32,beattag,1,twin twin
33,nutten,1,twin twin
34,erzähl,1,twin twin
35,schmier,1,twin twin
36,koka,1,twin twin
37,zähne,1,twin twin
38,schmerzen,1,twin twin
39,heulen,1,twin twin
40,wimmern,1,twin twin
41,brüder,1,twin twin
42,herzen,1,twin twin
43,brechen,1,twin twin
44,ficken,1,twin twin
45,scherzen,1,twin twin
46,hah,1,twin twin
47,leder,1,twin twin
48,gerste,1,twin twin
49,vernünftig,1,twin twin
0,digga,8,remoe
1,fünfzig,8,remoe
2,runter,8,remoe
3,luka,4,remoe
4,meter,4,remoe
5,fall,4,remoe
6,nachts,4,remoe
7,henny,4,remoe
8,mund,4,remoe
9,hotel,4,remoe
10,schlampe,4,remoe
11,nix,4,remoe
12,drunter,4,remoe
13,klunker,4,remoe
14,baoh,4,remoe
15,kante,3,remoe
16,mann,3,remoe
17,problemkindmukke,2,remoe
18,alter,2,remoe
19,ner,2,remoe
20,hohen,2,remoe
21,geschmissen,2,remoe
22,rrah,2,remoe
23,bridge,2,remoe
24,geheult,2,remoe
25,zahnschmerzen,2,remoe
26,schwöre,2,remoe
27,gar,2,remoe
28,dicka,2,remoe
29,halt,2,remoe
30,fresse,2,remoe
31,jaynbeat,1,remoe
32,beattag,1,remoe
33,nutten,1,remoe
34,erzähl,1,remoe
35,schmier,1,remoe
36,koka,1,remoe
37,zähne,1,remoe
38,schmerzen,1,remoe
39,heulen,1,remoe
40,wimmern,1,remoe
41,brüder,1,remoe
42,herzen,1,remoe
43,brechen,1,remoe
44,ficken,1,remoe
45,scherzen,1,remoe
46,hah,1,remoe
47,leder,1,remoe
48,gerste,1,remoe
49,vernünftig,1,remoe
0,digga,8,eddin
1,fünfzig,8,eddin
2,runter,8,eddin
3,luka,4,eddin
4,meter,4,eddin
5,fall,4,eddin
6,nachts,4,eddin
7,henny,4,eddin
8,mund,4,eddin
9,hotel,4,eddin
10,schlampe,4,eddin
11,nix,4,eddin
12,drunter,4,eddin
13,klunker,4,eddin
14,baoh,4,eddin
15,kante,3,eddin
16,mann,3,eddin
17,problemkindmukke,2,eddin
18,alter,2,eddin
19,ner,2,eddin
20,hohen,2,eddin
21,geschmissen,2,eddin
22,rrah,2,eddin
23,bridge,2,eddin
24,geheult,2,eddin
25,zahnschmerzen,2,eddin
26,schwöre,2,eddin
27,gar,2,eddin
28,dicka,2,eddin
29,halt,2,eddin
30,fresse,2,eddin
31,jaynbeat,1,eddin
32,beattag,1,eddin
33,nutten,1,eddin
34,erzähl,1,eddin
35,schmier,1,eddin
36,koka,1,eddin
37,zähne,1,eddin
38,schmerzen,1,eddin
39,heulen,1,eddin
40,wimmern,1,eddin
41,brüder,1,eddin
42,herzen,1,eddin
43,brechen,1,eddin
44,ficken,1,eddin
45,scherzen,1,eddin
46,hah,1,eddin
47,leder,1,eddin
48,gerste,1,eddin
49,vernünftig,1,eddin
0,digga,8,kayef
1,fünfzig,8,kayef
2,runter,8,kayef
3,luka,4,kayef
4,meter,4,kayef
5,fall,4,kayef
6,nachts,4,kayef
7,henny,4,kayef
8,mund,4,kayef
9,hotel,4,kayef
10,schlampe,4,kayef
11,nix,4,kayef
12,drunter,4,kayef
13,klunker,4,kayef
14,baoh,4,kayef
15,kante,3,kayef
16,mann,3,kayef
17,problemkindmukke,2,kayef
18,alter,2,kayef
19,ner,2,kayef
20,hohen,2,kayef
21,geschmissen,2,kayef
22,rrah,2,kayef
23,bridge,2,kayef
24,geheult,2,kayef
25,zahnschmerzen,2,kayef
26,schwöre,2,kayef
27,gar,2,kayef
28,dicka,2,kayef
29,halt,2,kayef
30,fresse,2,kayef
31,jaynbeat,1,kayef
32,beattag,1,kayef
33,nutten,1,kayef
34,erzähl,1,kayef
35,schmier,1,kayef
36,koka,1,kayef
37,zähne,1,kayef
38,schmerzen,1,kayef
39,heulen,1,kayef
40,wimmern,1,kayef
41,brüder,1,kayef
42,herzen,1,kayef
43,brechen,1,kayef
44,ficken,1,kayef
45,scherzen,1,kayef
46,hah,1,kayef
47,leder,1,kayef
48,gerste,1,kayef
49,vernünftig,1,kayef
0,digga,8,a r i z o n a
1,fünfzig,8,a r i z o n a
2,runter,8,a r i z o n a
3,luka,4,a r i z o n a
4,meter,4,a r i z o n a
5,fall,4,a r i z o n a
6,nachts,4,a r i z o n a
7,henny,4,a r i z o n a
8,mund,4,a r i z o n a
9,hotel,4,a r i z o n a
10,schlampe,4,a r i z o n a
11,nix,4,a r i z o n a
12,drunter,4,a r i z o n a
13,klunker,4,a r i z o n a
14,baoh,4,a r i z o n a
15,kante,3,a r i z o n a
16,mann,3,a r i z o n a
17,problemkindmukke,2,a r i z o n a
18,alter,2,a r i z o n a
19,ner,2,a r i z o n a
20,hohen,2,a r i z o n a
21,geschmissen,2,a r i z o n a
22,rrah,2,a r i z o n a
23,bridge,2,a r i z o n a
24,geheult,2,a r i z o n a
25,zahnschmerzen,2,a r i z o n a
26,schwöre,2,a r i z o n a
27,gar,2,a r i z o n a
28,dicka,2,a r i z o n a
29,halt,2,a r i z o n a
30,fresse,2,a r i z o n a
31,jaynbeat,1,a r i z o n a
32,beattag,1,a r i z o n a
33,nutten,1,a r i z o n a
34,erzähl,1,a r i z o n a
35,schmier,1,a r i z o n a
36,koka,1,a r i z o n a
37,zähne,1,a r i z o n a
38,schmerzen,1,a r i z o n a
39,heulen,1,a r i z o n a
40,wimmern,1,a r i z o n a
41,brüder,1,a r i z o n a
42,herzen,1,a r i z o n a
43,brechen,1,a r i z o n a
44,ficken,1,a r i z o n a
45,scherzen,1,a r i z o n a
46,hah,1,a r i z o n a
47,leder,1,a r i z o n a
48,gerste,1,a r i z o n a
49,vernünftig,1,a r i z o n a
0,digga,8,kidda
1,fünfzig,8,kidda
2,runter,8,kidda
3,luka,4,kidda
4,meter,4,kidda
5,fall,4,kidda
6,nachts,4,kidda
7,henny,4,kidda
8,mund,4,kidda
9,hotel,4,kidda
10,schlampe,4,kidda
11,nix,4,kidda
12,drunter,4,kidda
13,klunker,4,kidda
14,baoh,4,kidda
15,kante,3,kidda
16,mann,3,kidda
17,problemkindmukke,2,kidda
18,alter,2,kidda
19,ner,2,kidda
20,hohen,2,kidda
21,geschmissen,2,kidda
22,rrah,2,kidda
23,bridge,2,kidda
24,geheult,2,kidda
25,zahnschmerzen,2,kidda
26,schwöre,2,kidda
27,gar,2,kidda
28,dicka,2,kidda
29,halt,2,kidda
30,fresse,2,kidda
31,jaynbeat,1,kidda
32,beattag,1,kidda
33,nutten,1,kidda
34,erzähl,1,kidda
35,schmier,1,kidda
36,koka,1,kidda
37,zähne,1,kidda
38,schmerzen,1,kidda
39,heulen,1,kidda
40,wimmern,1,kidda
41,brüder,1,kidda
42,herzen,1,kidda
43,brechen,1,kidda
44,ficken,1,kidda
45,scherzen,1,kidda
46,hah,1,kidda
47,leder,1,kidda
48,gerste,1,kidda
49,vernünftig,1,kidda
0,digga,8,anonym
1,fünfzig,8,anonym
2,runter,8,anonym
3,luka,4,anonym
4,meter,4,anonym
5,fall,4,anonym
6,nachts,4,anonym
7,henny,4,anonym
8,mund,4,anonym
9,hotel,4,anonym
10,schlampe,4,anonym
11,nix,4,anonym
12,drunter,4,anonym
13,klunker,4,anonym
14,baoh,4,anonym
15,kante,3,anonym
16,mann,3,anonym
17,problemkindmukke,2,anonym
18,alter,2,anonym
19,ner,2,anonym
20,hohen,2,anonym
21,geschmissen,2,anonym
22,rrah,2,anonym
23,bridge,2,anonym
24,geheult,2,anonym
25,zahnschmerzen,2,anonym
26,schwöre,2,anonym
27,gar,2,anonym
28,dicka,2,anonym
29,halt,2,anonym
30,fresse,2,anonym
31,jaynbeat,1,anonym
32,beattag,1,anonym
33,nutten,1,anonym
34,erzähl,1,anonym
35,schmier,1,anonym
36,koka,1,anonym
37,zähne,1,anonym
38,schmerzen,1,anonym
39,heulen,1,anonym
40,wimmern,1,anonym
41,brüder,1,anonym
42,herzen,1,anonym
43,brechen,1,anonym
44,ficken,1,anonym
45,scherzen,1,anonym
46,hah,1,anonym
47,leder,1,anonym
48,gerste,1,anonym
49,vernünftig,1,anonym
0,digga,8,noah
1,fünfzig,8,noah
2,runter,8,noah
3,luka,4,noah
4,meter,4,noah
5,fall,4,noah
6,nachts,4,noah
7,henny,4,noah
8,mund,4,noah
9,hotel,4,noah
10,schlampe,4,noah
11,nix,4,noah
12,drunter,4,noah
13,klunker,4,noah
14,baoh,4,noah
15,kante,3,noah
16,mann,3,noah
17,problemkindmukke,2,noah
18,alter,2,noah
19,ner,2,noah
20,hohen,2,noah
21,geschmissen,2,noah
22,rrah,2,noah
23,bridge,2,noah
24,geheult,2,noah
25,zahnschmerzen,2,noah
26,schwöre,2,noah
27,gar,2,noah
28,dicka,2,noah
29,halt,2,noah
30,fresse,2,noah
31,jaynbeat,1,noah
32,beattag,1,noah
33,nutten,1,noah
34,erzähl,1,noah
35,schmier,1,noah
36,koka,1,noah
37,zähne,1,noah
38,schmerzen,1,noah
39,heulen,1,noah
40,wimmern,1,noah
41,brüder,1,noah
42,herzen,1,noah
43,brechen,1,noah
44,ficken,1,noah
45,scherzen,1,noah
46,hah,1,noah
47,leder,1,noah
48,gerste,1,noah
49,vernünftig,1,noah
0,digga,8,miksu
1,fünfzig,8,miksu
2,runter,8,miksu
3,luka,4,miksu
4,meter,4,miksu
5,fall,4,miksu
6,nachts,4,miksu
7,henny,4,miksu
8,mund,4,miksu
9,hotel,4,miksu
10,schlampe,4,miksu
11,nix,4,miksu
12,drunter,4,miksu
13,klunker,4,miksu
14,baoh,4,miksu
15,kante,3,miksu
16,mann,3,miksu
17,problemkindmukke,2,miksu
18,alter,2,miksu
19,ner,2,miksu
20,hohen,2,miksu
21,geschmissen,2,miksu
22,rrah,2,miksu
23,bridge,2,miksu
24,geheult,2,miksu
25,zahnschmerzen,2,miksu
26,schwöre,2,miksu
27,gar,2,miksu
28,dicka,2,miksu
29,halt,2,miksu
30,fresse,2,miksu
31,jaynbeat,1,miksu
32,beattag,1,miksu
33,nutten,1,miksu
34,erzähl,1,miksu
35,schmier,1,miksu
36,koka,1,miksu
37,zähne,1,miksu
38,schmerzen,1,miksu
39,heulen,1,miksu
40,wimmern,1,miksu
41,brüder,1,miksu
42,herzen,1,miksu
43,brechen,1,miksu
44,ficken,1,miksu
45,scherzen,1,miksu
46,hah,1,miksu
47,leder,1,miksu
48,gerste,1,miksu
49,vernünftig,1,miksu
0,digga,8,massive attack
1,fünfzig,8,massive attack
2,runter,8,massive attack
3,luka,4,massive attack
4,meter,4,massive attack
5,fall,4,massive attack
6,nachts,4,massive attack
7,henny,4,massive attack
8,mund,4,massive attack
9,hotel,4,massive attack
10,schlampe,4,massive attack
11,nix,4,massive attack
12,drunter,4,massive attack
13,klunker,4,massive attack
14,baoh,4,massive attack
15,kante,3,massive attack
16,mann,3,massive attack
17,problemkindmukke,2,massive attack
18,alter,2,massive attack
19,ner,2,massive attack
20,hohen,2,massive attack
21,geschmissen,2,massive attack
22,rrah,2,massive attack
23,bridge,2,massive attack
24,geheult,2,massive attack
25,zahnschmerzen,2,massive attack
26,schwöre,2,massive attack
27,gar,2,massive attack
28,dicka,2,massive attack
29,halt,2,massive attack
30,fresse,2,massive attack
31,jaynbeat,1,massive attack
32,beattag,1,massive attack
33,nutten,1,massive attack
34,erzähl,1,massive attack
35,schmier,1,massive attack
36,koka,1,massive attack
37,zähne,1,massive attack
38,schmerzen,1,massive attack
39,heulen,1,massive attack
40,wimmern,1,massive attack
41,brüder,1,massive attack
42,herzen,1,massive attack
43,brechen,1,massive attack
44,ficken,1,massive attack
45,scherzen,1,massive attack
46,hah,1,massive attack
47,leder,1,massive attack
48,gerste,1,massive attack
49,vernünftig,1,massive attack
0,digga,8,chapo102
1,fünfzig,8,chapo102
2,runter,8,chapo102
3,luka,4,chapo102
4,meter,4,chapo102
5,fall,4,chapo102
6,nachts,4,chapo102
7,henny,4,chapo102
8,mund,4,chapo102
9,hotel,4,chapo102
10,schlampe,4,chapo102
11,nix,4,chapo102
12,drunter,4,chapo102
13,klunker,4,chapo102
14,baoh,4,chapo102
15,kante,3,chapo102
16,mann,3,chapo102
17,problemkindmukke,2,chapo102
18,alter,2,chapo102
19,ner,2,chapo102
20,hohen,2,chapo102
21,geschmissen,2,chapo102
22,rrah,2,chapo102
23,bridge,2,chapo102
24,geheult,2,chapo102
25,zahnschmerzen,2,chapo102
26,schwöre,2,chapo102
27,gar,2,chapo102
28,dicka,2,chapo102
29,halt,2,chapo102
30,fresse,2,chapo102
31,jaynbeat,1,chapo102
32,beattag,1,chapo102
33,nutten,1,chapo102
34,erzähl,1,chapo102
35,schmier,1,chapo102
36,koka,1,chapo102
37,zähne,1,chapo102
38,schmerzen,1,chapo102
39,heulen,1,chapo102
40,wimmern,1,chapo102
41,brüder,1,chapo102
42,herzen,1,chapo102
43,brechen,1,chapo102
44,ficken,1,chapo102
45,scherzen,1,chapo102
46,hah,1,chapo102
47,leder,1,chapo102
48,gerste,1,chapo102
49,vernünftig,1,chapo102
0,digga,8,lune
1,fünfzig,8,lune
2,runter,8,lune
3,luka,4,lune
4,meter,4,lune
5,fall,4,lune
6,nachts,4,lune
7,henny,4,lune
8,mund,4,lune
9,hotel,4,lune
10,schlampe,4,lune
11,nix,4,lune
12,drunter,4,lune
13,klunker,4,lune
14,baoh,4,lune
15,kante,3,lune
16,mann,3,lune
17,problemkindmukke,2,lune
18,alter,2,lune
19,ner,2,lune
20,hohen,2,lune
21,geschmissen,2,lune
22,rrah,2,lune
23,bridge,2,lune
24,geheult,2,lune
25,zahnschmerzen,2,lune
26,schwöre,2,lune
27,gar,2,lune
28,dicka,2,lune
29,halt,2,lune
30,fresse,2,lune
31,jaynbeat,1,lune
32,beattag,1,lune
33,nutten,1,lune
34,erzähl,1,lune
35,schmier,1,lune
36,koka,1,lune
37,zähne,1,lune
38,schmerzen,1,lune
39,heulen,1,lune
40,wimmern,1,lune
41,brüder,1,lune
42,herzen,1,lune
43,brechen,1,lune
44,ficken,1,lune
45,scherzen,1,lune
46,hah,1,lune
47,leder,1,lune
48,gerste,1,lune
49,vernünftig,1,lune
0,digga,8,weekend
1,fünfzig,8,weekend
2,runter,8,weekend
3,luka,4,weekend
4,meter,4,weekend
5,fall,4,weekend
6,nachts,4,weekend
7,henny,4,weekend
8,mund,4,weekend
9,hotel,4,weekend
10,schlampe,4,weekend
11,nix,4,weekend
12,drunter,4,weekend
13,klunker,4,weekend
14,baoh,4,weekend
15,kante,3,weekend
16,mann,3,weekend
17,problemkindmukke,2,weekend
18,alter,2,weekend
19,ner,2,weekend
20,hohen,2,weekend
21,geschmissen,2,weekend
22,rrah,2,weekend
23,bridge,2,weekend
24,geheult,2,weekend
25,zahnschmerzen,2,weekend
